,Okres,Kraj,OborPece,PocetPoskytovatelu
4782,Praha-východ,Středočeský kraj,"Fyzioterapeut, Ergoterapeut, rehabilitační a fyzikální medicína",1
4783,Praha-východ,Středočeský kraj,"Fyzioterapeut, Fyzioterapeut",5
4784,Praha-východ,Středočeský kraj,"Fyzioterapeut, Klinický psycholog, Ergoterapeut, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, neurologie, geriatrie",1
4785,Praha-východ,Středočeský kraj,"Fyzioterapeut, Klinický psycholog, zubní lékařství, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, urologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, neurologie, kardiologie, chirurgie, gynekologie a porodnictví, gastroenterologie, endokrinologie a diabetologie, dětská chirurgie, dermatovenerologie, alergologie a klinická imunologie",1
4786,Praha-východ,Středočeský kraj,"Fyzioterapeut, Nutriční terapeut, dětská pneumologie, dětská endokrinologie a diabetologie, rehabilitační a fyzikální medicína, pneumologie a ftizeologie, endokrinologie a diabetologie, dětské lékařství",1
4787,Praha-východ,Středočeský kraj,"Fyzioterapeut, dermatovenerologie",1
4788,Praha-východ,Středočeský kraj,"Fyzioterapeut, intenzívní medicína, angiologie, zubní lékařství, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, revmatologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, neurologie, klinická biochemie, kardiologie, chirurgie, chirurgie, chirurgie, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, gastroenterologie, endokrinologie a diabetologie, dermatovenerologie, anesteziologie a intenzivní medicína",1
4789,Praha-východ,Středočeský kraj,"Fyzioterapeut, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1
4790,Praha-východ,Středočeský kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",4
4791,Praha-východ,Středočeský kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína, neurologie",1
4792,Praha-východ,Středočeský kraj,"Fyzioterapeut, všeobecné praktické lékařství",3
4793,Praha-východ,Středočeský kraj,Klinický logoped,6
4794,Praha-východ,Středočeský kraj,Klinický psycholog,6
4795,Praha-východ,Středočeský kraj,"Klinický psycholog, Klinický psycholog, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Všeobecná sestra, Všeobecná sestra, psychiatrie, psychiatrie",1
4796,Praha-východ,Středočeský kraj,"Klinický psycholog, Klinický psycholog, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, psychiatrie, psychiatrie",1
4797,Praha-východ,Středočeský kraj,Optometrista,9
4798,Praha-východ,Středočeský kraj,Porodní asistentka,6
4799,Praha-východ,Středočeský kraj,Všeobecná sestra,4
4800,Praha-východ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra",7
4801,Praha-východ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1
4802,Praha-východ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1
4803,Praha-východ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, paliativní medicína",3
4804,Praha-východ,Středočeský kraj,Zubní technik,8
4805,Praha-východ,Středočeský kraj,alergologie a klinická imunologie,2
4806,Praha-východ,Středočeský kraj,dermatovenerologie,7
4807,Praha-východ,Středočeský kraj,"dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku",1
4808,Praha-východ,Středočeský kraj,dětské lékařství,1
4809,Praha-východ,Středočeský kraj,endokrinologie a diabetologie,2
4810,Praha-východ,Středočeský kraj,"gerontopsychiatrie, gerontopsychiatrie, psychiatrie",1
4811,Praha-východ,Středočeský kraj,gynekologie a porodnictví,16
4812,Praha-východ,Středočeský kraj,hematologie a transfúzní lékařství,1
4813,Praha-východ,Středočeský kraj,kardiologie,2
4814,Praha-východ,Středočeský kraj,klinická biochemie,4
4815,Praha-východ,Středočeský kraj,"klinická biochemie, hematologie a transfúzní lékařství",2
4816,Praha-východ,Středočeský kraj,"lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství, alergologie a klinická imunologie",1
4817,Praha-východ,Středočeský kraj,neurologie,4
4818,Praha-východ,Středočeský kraj,oftalmologie,6
4819,Praha-východ,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,1
4820,Praha-východ,Středočeský kraj,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1
4821,Praha-východ,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
4822,Praha-východ,Středočeský kraj,"otorinolaryngologie a chirurgie hlavy a krku, oftalmologie",1
4823,Praha-východ,Středočeský kraj,pediatrie,1
4824,Praha-východ,Středočeský kraj,pneumologie a ftizeologie,1
4825,Praha-východ,Středočeský kraj,praktické lékařství pro děti a dorost,26
4826,Praha-východ,Středočeský kraj,praktické lékárenství,32
4827,Praha-východ,Středočeský kraj,psychiatrie,4
4828,Praha-východ,Středočeský kraj,"psychiatrie, psychiatrie",2
4829,Praha-východ,Středočeský kraj,radiologie a zobrazovací metody,2
4830,Praha-východ,Středočeský kraj,"radiologie a zobrazovací metody, chirurgie",4
4831,Praha-východ,Středočeský kraj,rehabilitační a fyzikální medicína,4
4832,Praha-východ,Středočeský kraj,"rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína",1
4833,Praha-východ,Středočeský kraj,urologie,3
4834,Praha-východ,Středočeský kraj,vnitřní lékařství,5
4835,Praha-východ,Středočeský kraj,"vnitřní lékařství, endokrinologie a diabetologie",1
4836,Praha-východ,Středočeský kraj,"vnitřní lékařství, kardiologie",5
4837,Praha-východ,Středočeský kraj,"vnitřní lékařství, otorinolaryngologie a chirurgie hlavy a krku",1
4838,Praha-východ,Středočeský kraj,"vnitřní lékařství, rehabilitační a fyzikální medicína",1
4839,Praha-východ,Středočeský kraj,"vnitřní lékařství, vnitřní lékařství, endokrinologie a diabetologie, endokrinologie a diabetologie",1
4840,Praha-východ,Středočeský kraj,"vnitřní lékařství, vnitřní lékařství, kardiologie, gastroenterologie, endokrinologie a diabetologie, endokrinologie a diabetologie",1
4841,Praha-východ,Středočeský kraj,všeobecné praktické lékařství,62
4842,Praha-východ,Středočeský kraj,"všeobecné praktické lékařství, neurologie",1
4843,Praha-východ,Středočeský kraj,"všeobecné praktické lékařství, pneumologie a ftizeologie, klinická onkologie",1
4844,Praha-východ,Středočeský kraj,"všeobecné praktické lékařství, pneumologie a ftizeologie, pneumologie a ftizeologie",1
4845,Praha-východ,Středočeský kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1
4846,Praha-východ,Středočeský kraj,"všeobecné praktické lékařství, psychiatrie",1
4847,Praha-východ,Středočeský kraj,"všeobecné praktické lékařství, vnitřní lékařství, endokrinologie a diabetologie",1
4848,Praha-východ,Středočeský kraj,"všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, revmatologie, kardiologie, gastroenterologie, endokrinologie a diabetologie, endokrinologie a diabetologie",1
4849,Praha-východ,Středočeský kraj,zubní lékařství,15
4850,Praha-východ,Středočeský kraj,"zubní lékařství, zubní lékařství",25
4851,Praha-východ,Středočeský kraj,"zubní lékařství, zubní lékařství, všeobecné praktické lékařství, radiologie a zobrazovací metody, pneumologie a ftizeologie, pneumologie a ftizeologie",1
4852,Praha-západ,Středočeský kraj,Adiktolog,1
4853,Praha-západ,Středočeský kraj,Dentální hygienistka,5
4854,Praha-západ,Středočeský kraj,"Dentální hygienistka, Zubní technik",1
4855,Praha-západ,Středočeský kraj,"Dentální hygienistka, ortodoncie, zubní lékařství, zubní lékařství",1
4856,Praha-západ,Středočeský kraj,"Dentální hygienistka, zubní lékařství",6
4857,Praha-západ,Středočeský kraj,"Dentální hygienistka, zubní lékařství, zubní lékařství",1
4858,Praha-západ,Středočeský kraj,Fyzioterapeut,29
4859,Praha-západ,Středočeský kraj,"Fyzioterapeut, Fyzioterapeut",6
4860,Praha-západ,Středočeský kraj,"Fyzioterapeut, Klinický psycholog, psychosomatika, všeobecné praktické lékařství, rehabilitační a fyzikální medicína",1
4861,Praha-západ,Středočeský kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1
4862,Praha-západ,Středočeský kraj,"Fyzioterapeut, Všeobecná sestra, Všeobecná sestra, vnitřní lékařství, geriatrie",1
4863,Praha-západ,Středočeský kraj,"Fyzioterapeut, dermatovenerologie",1
4864,Praha-západ,Středočeský kraj,"Fyzioterapeut, klinická farmacie, rehabilitační a fyzikální medicína, alergologie a klinická imunologie",1
4865,Praha-západ,Středočeský kraj,"Fyzioterapeut, ortopedie a traumatologie pohybového ústrojí",1
4866,Praha-západ,Středočeský kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",3
4867,Praha-západ,Středočeský kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1
4868,Praha-západ,Středočeský kraj,"Fyzioterapeut, vnitřní lékařství, rehabilitační a fyzikální medicína, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1
4869,Praha-západ,Středočeský kraj,"Fyzioterapeut, vnitřní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, neurologie",1
4870,Praha-západ,Středočeský kraj,Klinický logoped,11
4871,Praha-západ,Středočeský kraj,Klinický psycholog,4
4872,Praha-západ,Středočeský kraj,"Klinický psycholog, Klinický psycholog, Adiktolog, Adiktolog, Sestra pro péči v psychiatrii, Sestra pro péči v psychiatrii, Dětská sestra, Dětská sestra, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, psychiatrie, psychiatrie",1
4873,Praha-západ,Středočeský kraj,"Klinický psycholog, psychiatrie",1
4874,Praha-západ,Středočeský kraj,Optometrista,5
4875,Praha-západ,Středočeský kraj,"Optometrista, oftalmologie",1
4876,Praha-západ,Středočeský kraj,Porodní asistentka,2
4877,Praha-západ,Středočeský kraj,Všeobecná sestra,11
4878,Praha-západ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra",3
4879,Praha-západ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1
4880,Praha-západ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, paliativní medicína",2
4881,Praha-západ,Středočeský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína",1
4882,Praha-západ,Středočeský kraj,"Všeobecná sestra, všeobecné praktické lékařství",1
4883,Praha-západ,Středočeský kraj,Zubní technik,8
4884,Praha-západ,Středočeský kraj,"Zubní technik, ortodoncie",1
4885,Praha-západ,Středočeský kraj,"Zubní technik, zubní lékařství, zubní lékařství",2
4886,Praha-západ,Středočeský kraj,alergologie a klinická imunologie,3
4887,Praha-západ,Středočeský kraj,anesteziologie a intenzivní medicína,1
4888,Praha-západ,Středočeský kraj,"angiologie, kardiologie",3
4889,Praha-západ,Středočeský kraj,chirurgie,2
4890,Praha-západ,Středočeský kraj,dermatovenerologie,7
4891,Praha-západ,Středočeský kraj,"dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, psychiatrie, psychiatrie",1
4892,Praha-západ,Středočeský kraj,dětská neurologie,1
4893,Praha-západ,Středočeský kraj,"dětská neurologie, Fyzioterapeut, neurologie",1
4894,Praha-západ,Středočeský kraj,"dětská neurologie, Fyzioterapeut, urologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, pneumologie a ftizeologie, pneumologie a ftizeologie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, gynekologie a porodnictví, endokrinologie a diabetologie, alergologie a klinická imunologie",1
4895,Praha-západ,Středočeský kraj,"dětská neurologie, neurologie, neurochirurgie",1
4896,Praha-západ,Středočeský kraj,"dětská neurologie, všeobecné praktické lékařství, neurologie, kardiologie",1
4897,Praha-západ,Středočeský kraj,endokrinologie a diabetologie,2
4898,Praha-západ,Středočeský kraj,foniatrie,1
4899,Praha-západ,Středočeský kraj,"foniatrie, dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku",3
4900,Praha-západ,Středočeský kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1
4901,Praha-západ,Středočeský kraj,gastroenterologie,1
4902,Praha-západ,Středočeský kraj,geriatrie,1
4903,Praha-západ,Středočeský kraj,gynekologie a porodnictví,13
4904,Praha-západ,Středočeský kraj,kardiologie,2
4905,Praha-západ,Středočeský kraj,klinická biochemie,1
4906,Praha-západ,Středočeský kraj,"korektivní dermatologie, geriatrie, geriatrie, dermatovenerologie, dermatovenerologie",1
4907,Praha-západ,Středočeský kraj,lékařská mikrobiologie,2
4908,Praha-západ,Středočeský kraj,"lékařská mikrobiologie, klinická biochemie",2
4909,Praha-západ,Středočeský kraj,"lékařská mikrobiologie, klinická biochemie, hematologie a transfúzní lékařství, alergologie a klinická imunologie",3
4910,Praha-západ,Středočeský kraj,neurochirurgie,1
4911,Praha-západ,Středočeský kraj,neurologie,5
4912,Praha-západ,Středočeský kraj,oftalmologie,9
4913,Praha-západ,Středočeský kraj,ortodoncie,1
4914,Praha-západ,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,2
4915,Praha-západ,Středočeský kraj,"ortopedie a traumatologie pohybového ústrojí, chirurgie",1
4916,Praha-západ,Středočeský kraj,"ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",5
4917,Praha-západ,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,4
4918,Praha-západ,Středočeský kraj,pediatrie,4
4919,Praha-západ,Středočeský kraj,"pediatrie, alergologie a klinická imunologie",1
4920,Praha-západ,Středočeský kraj,"pneumologie a ftizeologie, pneumologie a ftizeologie, alergologie a klinická imunologie",1
4921,Praha-západ,Středočeský kraj,praktické lékařství pro děti a dorost,27
4922,Praha-západ,Středočeský kraj,praktické lékárenství,28
4923,Praha-západ,Středočeský kraj,psychiatrie,6
4924,Praha-západ,Středočeský kraj,"psychiatrie, endokrinologie a diabetologie",1
4925,Praha-západ,Středočeský kraj,"psychiatrie, psychiatrie",1
4926,Praha-západ,Středočeský kraj,radiologie a zobrazovací metody,1
4927,Praha-západ,Středočeský kraj,rehabilitační a fyzikální medicína,1
4928,Praha-západ,Středočeský kraj,"rehabilitační a fyzikální medicína, neurologie",1
4929,Praha-západ,Středočeský kraj,"traumatologie, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",2
4930,Praha-západ,Středočeský kraj,tělovýchovné lékařství,1
4931,Praha-západ,Středočeský kraj,"tělovýchovné lékařství, rehabilitační a fyzikální medicína, kardiologie",1
4932,Praha-západ,Středočeský kraj,urologie,4
4933,Praha-západ,Středočeský kraj,vnitřní lékařství,4
4934,Praha-západ,Středočeský kraj,"vnitřní lékařství, endokrinologie a diabetologie",4
4935,Praha-západ,Středočeský kraj,"vnitřní lékařství, pneumologie a ftizeologie, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, endokrinologie a diabetologie, alergologie a klinická imunologie",1
4936,Praha-západ,Středočeský kraj,"vnitřní lékařství, revmatologie",2
4937,Praha-západ,Středočeský kraj,všeobecné praktické lékařství,48
4938,Praha-západ,Středočeský kraj,"všeobecné praktické lékařství, endokrinologie a diabetologie",2
4939,Praha-západ,Středočeský kraj,"všeobecné praktické lékařství, neurologie, kardiologie",1
4940,Praha-západ,Středočeský kraj,"všeobecné praktické lékařství, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí",1
4941,Praha-západ,Středočeský kraj,"všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1
4942,Praha-západ,Středočeský kraj,"všeobecné praktické lékařství, vnitřní lékařství",4
4943,Praha-západ,Středočeský kraj,zubní lékařství,19
4944,Praha-západ,Středočeský kraj,"zubní lékařství, gynekologie a porodnictví",1
4945,Praha-západ,Středočeský kraj,"zubní lékařství, zubní lékařství",20
4946,Prostějov,Olomoucký kraj,Dentální hygienistka,1
4947,Prostějov,Olomoucký kraj,"Dětský klinický psycholog, Klinický psycholog",1
4948,Prostějov,Olomoucký kraj,Farmaceutický asistent,5
4949,Prostějov,Olomoucký kraj,Fyzioterapeut,17
4950,Prostějov,Olomoucký kraj,"Fyzioterapeut, Fyzioterapeut",3
4951,Prostějov,Olomoucký kraj,"Fyzioterapeut, Klinický logoped, Klinický psycholog, Nutriční terapeut, Zdravotní laborant pro alergologii a klinickou imunologii, Zdravotní laborant pro klinickou genetiku, Ergoterapeut, Všeobecná sestra, Všeobecná sestra, urgentní medicína, tělovýchovné lékařství, paliativní medicína, paliativní medicína, onkochirurgie, neonatologie, neonatologie, medicína dlouhodobé péče, klinická výživa a intenzivní metabolická péče, koloproktologie, dětská kardiologie, dětská gastroenterologie a hepatologie, angiologie, angiologie, praktické lékárenství, klinická farmacie, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, traumatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, radiační onkologie, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, pneumologie a ftizeologie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, neurologie, neurologie, nefrologie, nefrologie, lékařská mikrobiologie, lékařská genetika, klinická onkologie, klinická biochemie, kardiologie, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, geriatrie, gastroenterologie, endokrinologie a diabetologie, dětské lékařství, dětské lékařství, dětské lékařství, dětské lékařství, dětská chirurgie, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1
4952,Prostějov,Olomoucký kraj,"Fyzioterapeut, Klinický logoped, rehabilitační a fyzikální medicína",1
4953,Prostějov,Olomoucký kraj,"Fyzioterapeut, Nutriční terapeut, algeziologie, vnitřní lékařství, urologie, urologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, neurologie, neurochirurgie, neurochirurgie, chirurgie, chirurgie, gynekologie a porodnictví, gynekologie a porodnictví, dermatovenerologie, cévní chirurgie, anesteziologie a intenzivní medicína",1
4954,Prostějov,Olomoucký kraj,"Fyzioterapeut, Všeobecná sestra",1
4955,Prostějov,Olomoucký kraj,"Fyzioterapeut, algeziologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, oftalmologie, chirurgie, chirurgie, gynekologie a porodnictví, anesteziologie a intenzivní medicína",1
4956,Prostějov,Olomoucký kraj,"Fyzioterapeut, neurologie",1
4957,Prostějov,Olomoucký kraj,"Fyzioterapeut, praktické lékařství pro děti a dorost, dětské lékařství",1
4958,Prostějov,Olomoucký kraj,"Fyzioterapeut, rehabilitační a fyzikální medicína",2
4959,Prostějov,Olomoucký kraj,Klinický logoped,11
4960,Prostějov,Olomoucký kraj,Klinický psycholog,2
4961,Prostějov,Olomoucký kraj,Nutriční terapeut,1
4962,Prostějov,Olomoucký kraj,Optometrista,9
4963,Prostějov,Olomoucký kraj,Ortotik-protetik,1
4964,Prostějov,Olomoucký kraj,"Sestra pro péči v psychiatrii, psychiatrie",1
4965,Prostějov,Olomoucký kraj,Všeobecná sestra,11
4966,Prostějov,Olomoucký kraj,"Všeobecná sestra, Všeobecná sestra",2
4967,Prostějov,Olomoucký kraj,"Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra, Všeobecná sestra",1
4968,Prostějov,Olomoucký kraj,Zubní technik,16
4969,Prostějov,Olomoucký kraj,"Zubní technik, zubní lékařství",3
4970,Prostějov,Olomoucký kraj,alergologie a klinická imunologie,1
4971,Prostějov,Olomoucký kraj,anesteziologie a intenzivní medicína,3
4972,Prostějov,Olomoucký kraj,"angiologie, vnitřní lékařství",2
4973,Prostějov,Olomoucký kraj,chirurgie,9
4974,Prostějov,Olomoucký kraj,"chirurgie, chirurgie",1
4975,Prostějov,Olomoucký kraj,"chirurgie, chirurgie, cévní chirurgie, cévní chirurgie",1
4976,Prostějov,Olomoucký kraj,"chirurgie, dětská chirurgie",1
4977,Prostějov,Olomoucký kraj,cévní chirurgie,1
4978,Prostějov,Olomoucký kraj,dermatovenerologie,4
4979,Prostějov,Olomoucký kraj,"dětská a dorostová psychiatrie, psychiatrie",1
4980,Prostějov,Olomoucký kraj,"dětská kardiologie, praktické lékařství pro děti a dorost",1
4981,Prostějov,Olomoucký kraj,"dětská neurologie, neurologie",2
4982,Prostějov,Olomoucký kraj,endokrinologie a diabetologie,3
4983,Prostějov,Olomoucký kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",2
4984,Prostějov,Olomoucký kraj,gastroenterologie,1
4985,Prostějov,Olomoucký kraj,geriatrie,1
4986,Prostějov,Olomoucký kraj,gynekologie a porodnictví,13
4987,Prostějov,Olomoucký kraj,kardiologie,1
4988,Prostějov,Olomoucký kraj,klinická biochemie,4
4989,Prostějov,Olomoucký kraj,klinická farmacie,3
4990,Prostějov,Olomoucký kraj,"lékařská genetika, gynekologie a porodnictví",2
4991,Prostějov,Olomoucký kraj,neurochirurgie,1
4992,Prostějov,Olomoucký kraj,neurologie,8
4993,Prostějov,Olomoucký kraj,oftalmologie,10
4994,Prostějov,Olomoucký kraj,"oftalmologie, neurologie, gynekologie a porodnictví",1
4995,Prostějov,Olomoucký kraj,ortodoncie,4
4996,Prostějov,Olomoucký kraj,"ortodoncie, zubní lékařství",2
4997,Prostějov,Olomoucký kraj,ortopedie a traumatologie pohybového ústrojí,12
4998,Prostějov,Olomoucký kraj,"ortopedie a traumatologie pohybového ústrojí, gynekologie a porodnictví",3
4999,Prostějov,Olomoucký kraj,"ortopedie a traumatologie pohybového ústrojí, gynekologie a porodnictví, anesteziologie a intenzivní medicína",2
5000,Prostějov,Olomoucký kraj,otorinolaryngologie a chirurgie hlavy a krku,3
5001,Prostějov,Olomoucký kraj,"plastická chirurgie, plastická chirurgie",2
5002,Prostějov,Olomoucký kraj,"plastická chirurgie, plastická chirurgie, chirurgie, chirurgie, cévní chirurgie, cévní chirurgie",2
5003,Prostějov,Olomoucký kraj,pneumologie a ftizeologie,2
5004,Prostějov,Olomoucký kraj,praktické lékařství pro děti a dorost,28
5005,Prostějov,Olomoucký kraj,praktické lékárenství,16
5006,Prostějov,Olomoucký kraj,"praktické lékárenství, vnitřní lékařství",1
5007,Prostějov,Olomoucký kraj,psychiatrie,5
5008,Prostějov,Olomoucký kraj,radiologie a zobrazovací metody,4
5009,Prostějov,Olomoucký kraj,"radiologie a zobrazovací metody, neurochirurgie, chirurgie, anesteziologie a intenzivní medicína",1
5010,Prostějov,Olomoucký kraj,rehabilitační a fyzikální medicína,1
5011,Prostějov,Olomoucký kraj,revmatologie,1
5012,Prostějov,Olomoucký kraj,"tělovýchovné lékařství, dětská kardiologie, dětské lékařství",1
5013,Prostějov,Olomoucký kraj,urologie,3
5014,Prostějov,Olomoucký kraj,"urologie, chirurgie",1
5015,Prostějov,Olomoucký kraj,vnitřní lékařství,2
5016,Prostějov,Olomoucký kraj,"vnitřní lékařství, alergologie a klinická imunologie",1
5017,Prostějov,Olomoucký kraj,"vnitřní lékařství, endokrinologie a diabetologie",2
5018,Prostějov,Olomoucký kraj,"vnitřní lékařství, kardiologie",2
5019,Prostějov,Olomoucký kraj,"vnitřní lékařství, nefrologie",1
5020,Prostějov,Olomoucký kraj,"vnitřní lékařství, revmatologie",1
5021,Prostějov,Olomoucký kraj,všeobecné praktické lékařství,69
5022,Prostějov,Olomoucký kraj,"všeobecné praktické lékařství, vnitřní lékařství",3
5023,Prostějov,Olomoucký kraj,zubní lékařství,63
5024,Prostějov,Olomoucký kraj,"zubní lékařství, všeobecné praktické lékařství",2
5025,Písek,Jihočeský kraj,"Adiktolog, psychiatrie",1
5026,Písek,Jihočeský kraj,Dentální hygienistka,2
5027,Písek,Jihočeský kraj,Dětská sestra,1
5028,Písek,Jihočeský kraj,"Dětský klinický psycholog, Klinický psycholog",1
5029,Písek,Jihočeský kraj,Fyzioterapeut,7
5030,Písek,Jihočeský kraj,"Fyzioterapeut, Fyzioterapeut",1
5031,Písek,Jihočeský kraj,"Fyzioterapeut, všeobecné praktické lékařství",1
5032,Písek,Jihočeský kraj,Klinický logoped,2
5033,Písek,Jihočeský kraj,Klinický psycholog,1
5034,Písek,Jihočeský kraj,Optometrista,7
5035,Písek,Jihočeský kraj,Porodní asistentka,3
5036,Písek,Jihočeský kraj,Všeobecná sestra,2
5037,Písek,Jihočeský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína",1
5038,Písek,Jihočeský kraj,"Všeobecná sestra, gerontopsychiatrie, gerontopsychiatrie, psychiatrie, psychiatrie, psychiatrie",1
5039,Písek,Jihočeský kraj,Zubní technik,7
5040,Písek,Jihočeský kraj,"Zubní technik, ortodoncie, zubní lékařství, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, revmatologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, praktické lékařství pro děti a dorost, pneumologie a ftizeologie, otorinolaryngologie a chirurgie hlavy a krku, neurologie, nefrologie, klinická onkologie, kardiologie, chirurgie, endokrinologie a diabetologie, dermatovenerologie, alergologie a klinická imunologie",1
5041,Písek,Jihočeský kraj,alergologie a klinická imunologie,2
5042,Písek,Jihočeský kraj,anesteziologie a intenzivní medicína,1
5043,Písek,Jihočeský kraj,"chirurgie, cévní chirurgie",1
5044,Písek,Jihočeský kraj,dermatovenerologie,3
5045,Písek,Jihočeský kraj,dětská a dorostová psychiatrie,1
5046,Písek,Jihočeský kraj,dětská kardiologie,1
